,Unnamed: 0.1,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
9465,9465,13038,1.0,1900-01-01 08:20:00,1900-01-01 08:25:00,3,0,0,11,12.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
9466,9466,13039,1.0,1900-01-01 10:10:00,1900-01-01 10:25:00,4,0,0,14,4.1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
9468,9468,13042,1.0,1900-01-01 10:25:00,1900-01-01 10:40:00,4,0,0,17,9.3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
9470,9470,13044,1.0,1900-01-01 08:30:00,1900-01-01 08:40:00,1,0,0,33,4.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
9471,9471,13046,1.0,1900-01-01 12:00:00,1900-01-01 12:15:00,5,1,0,25,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9473,9473,13049,1.0,1900-01-01 10:00:00,1900-01-01 10:10:00,5,1,0,15,6.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9474,9474,13050,1.0,1900-01-01 20:15:00,1900-01-01 20:30:00,2,0,0,30,6.9,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
9477,9477,13053,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,2,0,0,25,13.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
9478,9478,13054,1.0,1900-01-01 16:30:00,1900-01-01 16:35:00,0,0,0,31,8.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9481,9481,13057,1.0,1900-01-01 21:15:00,1900-01-01 21:30:00,6,1,0,21,18.1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9482,9482,13059,1.0,1900-01-01 10:10:00,1900-01-01 10:20:00,5,1,0,16,1.7,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
9484,9484,13062,1.0,1900-01-01 09:55:00,1900-01-01 10:10:00,6,1,0,19,2.2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
9486,9486,13066,1.0,1900-01-01 22:45:00,1900-01-01 22:50:00,2,0,0,24,19.3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9487,9487,13068,1.0,1900-01-01 19:25:00,1900-01-01 19:30:00,2,0,0,27,24.9,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
9488,9488,13069,1.0,1900-01-01 18:20:00,1900-01-01 18:30:00,1,0,0,32,12.1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
9489,9489,13070,1.0,1900-01-01 09:25:00,1900-01-01 09:30:00,4,0,0,16,2.8,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0
9491,9491,13074,3.0,1900-01-01 19:40:00,1900-01-01 19:55:00,0,0,0,46,25.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9492,9492,13075,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,6,1,0,43,26.7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9493,9493,13076,1.0,1900-01-01 23:10:00,1900-01-01 23:25:00,2,0,0,19,18.6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
9495,9495,13078,1.0,1900-01-01 09:40:00,1900-01-01 09:55:00,0,0,0,29,5.4,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
9496,9496,13080,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,4,0,0,26,26.8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
9497,9497,13081,1.0,1900-01-01 20:50:00,1900-01-01 20:55:00,2,0,0,35,23.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
9499,9499,13084,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,2,0,0,26,7.0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1
9501,9501,13086,1.0,1900-01-01 12:00:00,1900-01-01 12:15:00,3,0,0,20,3.6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9502,9502,13087,1.0,1900-01-01 22:20:00,1900-01-01 22:25:00,2,0,0,29,17.1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
9503,9503,13089,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,3,0,0,30,7.3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
9504,9504,13091,1.0,1900-01-01 21:25:00,1900-01-01 21:40:00,2,0,0,19,23.9,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
9505,9505,13092,1.0,1900-01-01 15:10:00,1900-01-01 15:20:00,1,0,0,28,10.1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9506,9506,13094,1.0,1900-01-01 18:20:00,1900-01-01 18:35:00,6,1,0,18,6.2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
9507,9507,13095,1.0,1900-01-01 17:35:00,1900-01-01 17:40:00,6,1,0,33,17.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
9509,9509,13099,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,1,0,0,14,5.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
9510,9510,13100,1.0,1900-01-01 09:55:00,1900-01-01 10:10:00,1,0,0,22,5.2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9511,9511,13101,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,2,0,0,29,15.4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
9512,9512,13102,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,2,0,0,21,18.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
9516,9516,13106,1.0,1900-01-01 18:20:00,1900-01-01 18:25:00,3,0,0,28,19.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
9517,9517,13107,1.0,1900-01-01 20:45:00,1900-01-01 20:55:00,3,0,0,34,42.3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
9518,9518,13109,1.0,1900-01-01 08:25:00,1900-01-01 08:30:00,5,1,0,16,2.1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0
9520,9520,13112,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,0,0,0,15,23.3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
9522,9522,13116,1.0,1900-01-01 08:35:00,1900-01-01 08:40:00,1,0,0,16,2.6,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1
9523,9523,13117,1.0,1900-01-01 09:25:00,1900-01-01 09:30:00,1,0,0,19,2.9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
9525,9525,13120,1.0,1900-01-01 22:15:00,1900-01-01 22:20:00,5,1,0,20,11.8,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
9526,9526,13123,1.0,1900-01-01 18:45:00,1900-01-01 19:00:00,2,0,0,25,23.2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9527,9527,13124,1.0,1900-01-01 09:40:00,1900-01-01 09:45:00,5,1,0,26,9.7,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1
9530,9530,13128,1.0,1900-01-01 10:30:00,1900-01-01 10:45:00,6,1,0,24,4.5,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
9531,9531,13129,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,5,1,0,36,15.8,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
9533,9533,13132,3.0,1900-01-01 20:20:00,1900-01-01 20:35:00,4,0,1,51,25.2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
9534,9534,13133,1.0,1900-01-01 23:35:00,1900-01-01 23:50:00,3,0,0,25,28.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9535,9535,13135,1.0,1900-01-01 09:30:00,1900-01-01 09:40:00,5,1,0,20,2.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9536,9536,13137,2.0,1900-01-01 11:55:00,1900-01-01 12:05:00,6,1,0,40,5.7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9537,9537,13138,1.0,1900-01-01 10:35:00,1900-01-01 10:45:00,3,0,0,20,2.2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1
9539,9539,13140,1.0,1900-01-01 12:15:00,1900-01-01 12:20:00,2,0,0,34,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
9540,9540,13142,1.0,1900-01-01 17:00:00,1900-01-01 17:15:00,3,0,0,21,10.3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
9541,9541,13143,1.0,1900-01-01 10:40:00,1900-01-01 10:55:00,4,0,0,12,5.3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
9543,9543,13146,1.0,1900-01-01 22:50:00,1900-01-01 23:05:00,6,1,0,29,30.5,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
9544,9544,13147,1.0,1900-01-01 19:50:00,1900-01-01 20:05:00,0,0,0,24,26.3,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0
9545,9545,13148,1.0,1900-01-01 21:30:00,1900-01-01 21:45:00,2,0,0,40,25.5,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
9546,9546,13151,1.0,1900-01-01 12:40:00,1900-01-01 12:55:00,5,1,0,38,11.2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9547,9547,13152,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,4,0,0,46,21.6,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
9550,9550,13156,1.0,1900-01-01 15:30:00,1900-01-01 15:45:00,1,0,0,39,9.1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
9551,9551,13159,1.0,1900-01-01 10:35:00,1900-01-01 10:45:00,3,0,0,19,2.1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
9552,9552,13160,2.0,1900-01-01 19:55:00,1900-01-01 20:00:00,6,1,0,44,21.4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
9553,9553,13161,1.0,1900-01-01 21:15:00,1900-01-01 21:20:00,1,0,0,45,18.3,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
9554,9554,13162,1.0,1900-01-01 09:45:00,1900-01-01 10:00:00,3,0,0,25,2.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9556,9556,13165,1.0,1900-01-01 15:50:00,1900-01-01 16:05:00,5,1,0,25,18.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9557,9557,13166,1.0,1900-01-01 17:10:00,1900-01-01 17:20:00,5,1,0,25,27.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
9559,9559,13168,1.0,1900-01-01 21:20:00,1900-01-01 21:35:00,4,0,1,41,16.6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9560,9560,13170,1.0,1900-01-01 23:20:00,1900-01-01 23:25:00,0,0,0,33,35.4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
9561,9561,13171,1.0,1900-01-01 11:55:00,1900-01-01 12:10:00,3,0,0,16,2.0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
9562,9562,13172,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,0,0,0,38,15.3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9564,9564,13174,1.0,1900-01-01 23:15:00,1900-01-01 23:30:00,5,1,0,13,42.3,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
9565,9565,13175,1.0,1900-01-01 21:10:00,1900-01-01 21:20:00,5,1,0,23,12.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
9566,9566,13177,1.0,1900-01-01 19:00:00,1900-01-01 19:10:00,6,1,0,36,16.1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0
9567,9567,13178,2.0,1900-01-01 14:10:00,1900-01-01 14:20:00,1,0,0,39,12.4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9568,9568,13179,1.0,1900-01-01 13:50:00,1900-01-01 14:05:00,2,0,0,37,14.6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
9573,9573,13187,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,3,0,0,16,7.4,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1
9574,9574,13188,1.0,1900-01-01 13:10:00,1900-01-01 13:15:00,2,0,0,23,10.1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0
9575,9575,13189,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,2,0,0,40,30.1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
9577,9577,13191,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,6,1,0,19,17.6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
9578,9578,13192,2.0,1900-01-01 18:30:00,1900-01-01 18:45:00,3,0,0,44,28.5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
9579,9579,13193,1.0,1900-01-01 10:40:00,1900-01-01 10:45:00,0,0,0,25,8.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
9580,9580,13194,1.0,1900-01-01 18:50:00,1900-01-01 19:05:00,6,1,0,19,29.2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
9581,9581,13195,1.0,1900-01-01 15:25:00,1900-01-01 15:30:00,6,1,0,23,10.8,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1
9582,9582,13196,1.0,1900-01-01 08:35:00,1900-01-01 08:45:00,3,0,0,24,5.9,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9584,9584,13199,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,6,1,0,32,4.1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
9586,9586,13202,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,5,1,0,37,32.4,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0
9587,9587,13205,1.0,1900-01-01 15:10:00,1900-01-01 15:25:00,1,0,0,20,14.2,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0
9588,9588,13206,2.0,1900-01-01 00:00:00,1900-01-01 00:15:00,4,0,0,40,16.6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9589,9589,13208,1.0,1900-01-01 17:20:00,1900-01-01 17:35:00,6,1,0,26,20.3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
9591,9591,13210,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,1,0,0,19,14.3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
9592,9592,13211,2.0,1900-01-01 20:50:00,1900-01-01 21:00:00,4,0,0,36,19.1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
9593,9593,13212,1.0,1900-01-01 16:35:00,1900-01-01 16:45:00,1,0,0,16,9.6,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1
9595,9595,13215,1.0,1900-01-01 10:45:00,1900-01-01 10:55:00,5,1,0,33,6.6,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
9596,9596,13216,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,4,0,1,38,23.7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
9597,9597,13217,1.0,1900-01-01 22:25:00,1900-01-01 22:35:00,3,0,0,26,5.9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9598,9598,13218,1.0,1900-01-01 11:25:00,1900-01-01 11:40:00,3,0,0,25,2.0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
9599,9599,13219,1.0,1900-01-01 19:20:00,1900-01-01 19:30:00,3,0,0,36,22.9,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0
9600,9600,13221,1.0,1900-01-01 17:50:00,1900-01-01 17:55:00,4,0,0,29,14.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9601,9601,13222,1.0,1900-01-01 19:35:00,1900-01-01 19:50:00,4,0,0,41,15.1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
9603,9603,13225,2.0,1900-01-01 22:00:00,1900-01-01 22:10:00,4,0,0,42,11.2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9605,9605,13228,1.0,1900-01-01 10:20:00,1900-01-01 10:35:00,3,0,0,25,5.1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0
9606,9606,13229,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,6,1,0,30,12.0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
9607,9607,13230,1.0,1900-01-01 23:00:00,1900-01-01 23:10:00,4,0,0,21,35.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9608,9608,13235,1.0,1900-01-01 22:15:00,1900-01-01 22:20:00,4,0,0,11,33.6,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
9610,9610,13239,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,2,0,0,39,41.6,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
9612,9612,13243,1.0,1900-01-01 20:00:00,1900-01-01 20:05:00,5,1,0,46,6.9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
9613,9613,13244,1.0,1900-01-01 22:00:00,1900-01-01 22:15:00,6,1,0,33,11.8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
9614,9614,13247,1.0,1900-01-01 17:10:00,1900-01-01 17:20:00,5,1,0,34,21.4,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
9615,9615,13248,1.0,1900-01-01 19:55:00,1900-01-01 20:05:00,6,1,0,33,13.6,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9616,9616,13250,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,4,0,0,44,19.2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
9617,9617,13253,1.0,1900-01-01 17:50:00,1900-01-01 18:00:00,1,0,0,21,10.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
9618,9618,13254,1.0,1900-01-01 10:55:00,1900-01-01 11:05:00,6,1,0,21,2.2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9619,9619,13255,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,3,0,0,32,21.3,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0
9620,9620,13256,1.0,1900-01-01 17:50:00,1900-01-01 17:55:00,4,0,0,28,9.7,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
9621,9621,13257,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,2,0,0,43,40.0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
9623,9623,13259,1.0,1900-01-01 21:00:00,1900-01-01 21:05:00,0,0,0,25,18.7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
9625,9625,13264,1.0,1900-01-01 22:50:00,1900-01-01 23:00:00,6,1,0,19,27.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
9626,9626,13265,1.0,1900-01-01 11:10:00,1900-01-01 11:20:00,3,0,0,25,2.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9629,9629,13268,1.0,1900-01-01 10:10:00,1900-01-01 10:20:00,0,0,0,15,4.6,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
9630,9630,13269,1.0,1900-01-01 12:55:00,1900-01-01 13:00:00,1,0,0,32,13.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
9631,9631,13271,1.0,1900-01-01 19:15:00,1900-01-01 19:30:00,4,0,0,29,26.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
9632,9632,13272,2.0,1900-01-01 20:20:00,1900-01-01 20:30:00,0,0,0,54,14.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
9633,9633,13274,1.0,1900-01-01 22:55:00,1900-01-01 23:05:00,0,0,0,26,31.0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
9634,9634,13276,2.0,1900-01-01 20:00:00,1900-01-01 20:15:00,6,1,0,44,29.1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
9636,9636,13278,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,6,1,0,29,19.2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9638,9638,13281,1.0,1900-01-01 17:20:00,1900-01-01 17:25:00,4,0,1,18,15.8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9639,9639,13283,1.0,1900-01-01 20:15:00,1900-01-01 20:30:00,0,0,0,32,22.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9641,9641,13286,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,2,0,0,16,33.7,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
9642,9642,13287,1.0,1900-01-01 19:45:00,1900-01-01 20:00:00,6,1,0,25,18.1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
9643,9643,13288,1.0,1900-01-01 08:35:00,1900-01-01 08:45:00,0,0,0,19,5.9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9646,9646,13293,1.0,1900-01-01 09:15:00,1900-01-01 09:25:00,3,0,0,15,6.8,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1
9647,9647,13294,1.0,1900-01-01 09:20:00,1900-01-01 09:35:00,1,0,0,20,4.7,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
9649,9649,13297,1.0,1900-01-01 20:00:00,1900-01-01 20:15:00,5,1,0,26,21.3,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1
9650,9650,13298,1.0,1900-01-01 21:35:00,1900-01-01 21:45:00,5,1,0,49,10.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
9653,9653,13301,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,2,0,0,29,7.8,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
9654,9654,13303,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,1,0,0,22,16.4,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
9656,9656,13307,1.0,1900-01-01 19:15:00,1900-01-01 19:25:00,3,0,0,28,10.3,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0
9658,9658,13309,1.0,1900-01-01 18:30:00,1900-01-01 18:45:00,5,1,0,27,20.3,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
9659,9659,13310,1.0,1900-01-01 20:45:00,1900-01-01 20:55:00,1,0,0,39,13.7,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9660,9660,13311,1.0,1900-01-01 20:50:00,1900-01-01 21:00:00,6,1,0,29,15.9,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0
9661,9661,13312,1.0,1900-01-01 21:35:00,1900-01-01 21:45:00,2,0,0,23,13.7,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9662,9662,13313,1.0,1900-01-01 09:00:00,1900-01-01 09:05:00,6,1,0,21,2.5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9663,9663,13314,2.0,1900-01-01 21:00:00,1900-01-01 21:10:00,4,0,0,35,22.5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
9665,9665,13316,1.0,1900-01-01 08:20:00,1900-01-01 08:25:00,1,0,0,28,2.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
