,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
10790,14867,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,5,1,0,32,10.2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1
10791,14868,0.0,1900-01-01 17:00:00,1900-01-01 17:05:00,3,0,0,29,16.8,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
10792,14872,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,5,1,0,19,10.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
10793,14873,1.0,1900-01-01 21:35:00,1900-01-01 21:50:00,3,0,0,27,10.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10794,14875,1.0,1900-01-01 22:20:00,1900-01-01 22:25:00,0,0,0,15,8.4,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1
10795,14877,1.0,1900-01-01 18:10:00,1900-01-01 18:20:00,0,0,0,27,14.0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
10796,14880,0.0,1900-01-01 08:50:00,1900-01-01 09:00:00,3,0,0,19,2.6,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1
10797,14881,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,6,1,0,28,2.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10798,14882,1.0,1900-01-01 12:45:00,1900-01-01 13:00:00,0,0,0,26,8.9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10799,14883,1.0,1900-01-01 13:00:00,1900-01-01 13:10:00,5,1,0,36,8.9,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
10800,14884,1.0,1900-01-01 09:00:00,1900-01-01 09:15:00,6,1,0,19,10.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
10801,14885,1.0,1900-01-01 10:20:00,1900-01-01 10:25:00,0,0,0,15,6.4,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
10802,14886,1.0,1900-01-01 21:30:00,1900-01-01 21:35:00,1,0,0,30,14.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10803,14887,1.0,1900-01-01 23:00:00,1900-01-01 23:10:00,6,1,0,16,25.2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1
10804,14888,0.0,1900-01-01 19:55:00,1900-01-01 20:00:00,1,0,0,25,12.2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10805,14889,1.0,1900-01-01 10:30:00,1900-01-01 10:35:00,6,1,0,22,5.7,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
10806,14893,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,5,1,0,23,13.8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
10807,14894,0.0,1900-01-01 22:10:00,1900-01-01 22:15:00,3,0,0,16,7.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
10808,14895,1.0,1900-01-01 21:35:00,1900-01-01 21:45:00,5,1,0,31,12.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
10809,14896,1.0,1900-01-01 18:50:00,1900-01-01 19:05:00,3,0,0,15,7.0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1
10810,14898,0.0,1900-01-01 21:40:00,1900-01-01 21:50:00,0,0,0,32,11.2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10811,14899,1.0,1900-01-01 14:45:00,1900-01-01 14:55:00,2,0,0,25,13.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10812,14903,0.0,1900-01-01 17:20:00,1900-01-01 17:35:00,1,0,0,28,7.7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
10813,14905,1.0,1900-01-01 08:10:00,1900-01-01 08:20:00,6,1,0,25,3.4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
10814,14906,1.0,1900-01-01 10:00:00,1900-01-01 10:10:00,1,0,0,18,5.1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
10815,14907,1.0,1900-01-01 18:20:00,1900-01-01 18:30:00,5,1,0,25,15.1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
10816,14909,2.0,1900-01-01 12:35:00,1900-01-01 12:50:00,3,0,0,47,7.6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10817,14911,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,0,0,0,29,9.6,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
10818,14914,1.0,1900-01-01 13:30:00,1900-01-01 13:45:00,3,0,0,26,9.3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
10819,14915,0.0,1900-01-01 11:00:00,1900-01-01 11:05:00,6,1,0,27,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
10820,14917,1.0,1900-01-01 21:10:00,1900-01-01 21:20:00,3,0,0,42,14.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
10821,14918,1.0,1900-01-01 18:20:00,1900-01-01 18:25:00,2,0,0,30,35.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
10822,14919,1.0,1900-01-01 09:25:00,1900-01-01 09:40:00,3,0,0,20,2.4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
10823,14920,0.0,1900-01-01 09:45:00,1900-01-01 10:00:00,5,1,0,17,2.0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
10824,14921,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,5,1,0,16,8.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10825,14923,1.0,1900-01-01 10:25:00,1900-01-01 10:35:00,2,0,0,18,1.8,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
10826,14924,1.0,1900-01-01 23:10:00,1900-01-01 23:20:00,6,1,0,25,10.7,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1
10827,14925,0.0,1900-01-01 20:20:00,1900-01-01 20:30:00,6,1,0,27,12.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
10828,14927,1.0,1900-01-01 18:45:00,1900-01-01 19:00:00,2,0,0,32,8.2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
10829,14928,1.0,1900-01-01 12:25:00,1900-01-01 12:40:00,0,0,0,38,9.1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
10830,14929,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,4,0,0,19,20.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
10831,14930,1.0,1900-01-01 16:00:00,1900-01-01 16:10:00,5,1,0,16,11.3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
10832,14931,0.0,1900-01-01 19:15:00,1900-01-01 19:30:00,1,0,0,30,6.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10833,14933,1.0,1900-01-01 08:45:00,1900-01-01 08:50:00,1,0,0,22,2.2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
10834,14934,0.0,1900-01-01 19:55:00,1900-01-01 20:10:00,0,0,0,19,48.6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10835,14937,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,3,0,0,15,13.6,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0
10836,14938,0.0,1900-01-01 23:30:00,1900-01-01 23:35:00,6,1,0,12,13.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
10837,14940,1.0,1900-01-01 18:20:00,1900-01-01 18:35:00,3,0,0,26,10.5,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
10838,14943,1.0,1900-01-01 12:10:00,1900-01-01 12:15:00,3,0,0,18,7.6,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1
10839,14944,1.0,1900-01-01 09:20:00,1900-01-01 09:25:00,0,0,0,16,2.4,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1
10840,14945,1.0,1900-01-01 20:45:00,1900-01-01 21:00:00,2,0,0,26,18.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10841,14946,0.0,1900-01-01 19:40:00,1900-01-01 19:55:00,3,0,0,38,31.0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
10842,14947,2.0,1900-01-01 17:15:00,1900-01-01 17:20:00,4,0,0,37,30.1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
10843,14948,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,3,0,0,22,16.1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10844,14949,1.0,1900-01-01 22:15:00,1900-01-01 22:25:00,6,1,0,23,20.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
10845,14950,1.0,1900-01-01 08:40:00,1900-01-01 08:45:00,3,0,0,24,2.1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
10846,14953,0.0,1900-01-01 18:50:00,1900-01-01 19:00:00,2,0,0,15,22.4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
10847,14954,1.0,1900-01-01 18:20:00,1900-01-01 18:35:00,1,0,0,26,6.9,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
10848,14955,0.0,1900-01-01 10:35:00,1900-01-01 10:50:00,6,1,0,29,3.6,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
10849,14956,1.0,1900-01-01 21:10:00,1900-01-01 21:20:00,1,0,0,30,11.8,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
10850,14957,1.0,1900-01-01 18:30:00,1900-01-01 18:45:00,5,1,0,30,10.2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
10851,14958,1.0,1900-01-01 11:35:00,1900-01-01 11:45:00,1,0,0,45,2.2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
10852,14959,1.0,1900-01-01 23:20:00,1900-01-01 23:30:00,4,0,0,27,13.0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0
10853,14962,1.0,1900-01-01 20:35:00,1900-01-01 20:50:00,3,0,0,35,31.6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
10854,14963,1.0,1900-01-01 21:45:00,1900-01-01 21:55:00,5,1,0,27,12.5,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1
10855,14964,1.0,1900-01-01 11:35:00,1900-01-01 11:45:00,1,0,0,29,4.1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10856,14965,0.0,1900-01-01 23:30:00,1900-01-01 23:40:00,4,0,0,10,19.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
10857,14967,0.0,1900-01-01 22:40:00,1900-01-01 22:45:00,4,0,0,15,25.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
10858,14968,0.0,1900-01-01 23:55:00,1900-01-01 00:10:00,6,1,0,11,17.2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
10859,14969,1.0,1900-01-01 17:40:00,1900-01-01 17:50:00,2,0,0,21,29.3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
10860,14970,1.0,1900-01-01 23:35:00,1900-01-01 23:50:00,6,1,0,25,23.1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
10861,14971,0.0,1900-01-01 23:20:00,1900-01-01 23:30:00,2,0,0,11,18.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
10862,14973,0.0,1900-01-01 14:40:00,1900-01-01 14:55:00,0,0,0,33,7.3,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
10863,14974,1.0,1900-01-01 09:30:00,1900-01-01 09:40:00,1,0,0,21,4.8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
10864,14976,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,1,0,0,13,13.2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
10865,14977,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,6,1,0,34,4.7,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1
10866,14978,1.0,1900-01-01 20:00:00,1900-01-01 20:05:00,5,1,0,44,23.1,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
10867,14981,1.0,1900-01-01 22:10:00,1900-01-01 22:25:00,0,0,0,22,15.6,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
10868,14982,1.0,1900-01-01 17:25:00,1900-01-01 17:40:00,6,1,0,27,28.3,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
10869,14984,0.0,1900-01-01 17:35:00,1900-01-01 17:40:00,5,1,0,25,13.7,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
10870,14985,1.0,1900-01-01 23:20:00,1900-01-01 23:25:00,2,0,0,24,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
10871,14986,0.0,1900-01-01 10:25:00,1900-01-01 10:30:00,3,0,0,23,2.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
10872,14987,0.0,1900-01-01 19:00:00,1900-01-01 19:15:00,0,0,0,22,8.5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
10873,14988,1.0,1900-01-01 15:35:00,1900-01-01 15:40:00,3,0,0,27,11.4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
10874,14990,1.0,1900-01-01 09:10:00,1900-01-01 09:20:00,3,0,0,22,2.7,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
10875,14991,1.0,1900-01-01 22:30:00,1900-01-01 22:45:00,1,0,0,19,15.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
10876,14992,0.0,1900-01-01 22:35:00,1900-01-01 22:50:00,1,0,0,15,12.7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
10877,14993,1.0,1900-01-01 21:25:00,1900-01-01 21:35:00,2,0,0,23,12.9,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
10878,14995,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,3,0,0,23,5.2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
10879,14996,0.0,1900-01-01 18:25:00,1900-01-01 18:30:00,5,1,0,14,9.6,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1
10880,14998,1.0,1900-01-01 11:55:00,1900-01-01 12:05:00,3,0,0,30,10.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
10881,14999,0.0,1900-01-01 17:40:00,1900-01-01 17:50:00,0,0,0,25,16.7,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
10882,15000,1.0,1900-01-01 08:15:00,1900-01-01 08:20:00,3,0,0,15,2.1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
10883,15001,1.0,1900-01-01 12:20:00,1900-01-01 12:35:00,5,1,0,29,11.4,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0
10884,15002,1.0,1900-01-01 10:10:00,1900-01-01 10:20:00,3,0,0,29,4.8,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
10885,15003,0.0,1900-01-01 11:50:00,1900-01-01 12:00:00,5,1,0,31,4.1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
10886,15004,0.0,1900-01-01 17:55:00,1900-01-01 18:10:00,4,0,0,32,15.8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
10887,15005,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,4,0,1,40,15.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
10888,15006,2.0,1900-01-01 21:15:00,1900-01-01 21:25:00,4,0,0,46,22.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
10889,15007,0.0,1900-01-01 17:45:00,1900-01-01 18:00:00,5,1,0,17,13.6,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
10890,15008,1.0,1900-01-01 00:00:00,1900-01-01 00:10:00,6,1,0,20,23.0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1
10891,15009,1.0,1900-01-01 22:20:00,1900-01-01 22:35:00,2,0,0,17,19.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
10892,15010,1.0,1900-01-01 22:40:00,1900-01-01 22:50:00,2,0,0,22,18.6,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
10893,15011,1.0,1900-01-01 08:10:00,1900-01-01 08:20:00,3,0,0,17,3.2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
10894,15014,1.0,1900-01-01 08:55:00,1900-01-01 09:10:00,0,0,0,19,1.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
10895,15015,0.0,1900-01-01 20:35:00,1900-01-01 20:50:00,4,0,0,28,19.1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10896,15016,1.0,1900-01-01 17:10:00,1900-01-01 17:20:00,6,1,0,31,22.2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
10897,15017,1.0,1900-01-01 11:55:00,1900-01-01 12:05:00,4,0,0,31,3.8,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
10898,15018,1.0,1900-01-01 19:55:00,1900-01-01 20:00:00,4,0,0,27,15.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10899,15019,0.0,1900-01-01 00:00:00,1900-01-01 00:15:00,4,0,0,16,24.3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
10900,15021,1.0,1900-01-01 10:40:00,1900-01-01 10:45:00,5,1,0,15,2.9,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
10901,15022,1.0,1900-01-01 10:25:00,1900-01-01 10:30:00,0,0,0,20,2.0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0
10902,15024,1.0,1900-01-01 22:10:00,1900-01-01 22:25:00,6,1,0,41,15.9,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
10903,15025,0.0,1900-01-01 18:55:00,1900-01-01 19:10:00,2,0,0,29,33.8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
10904,15026,0.0,1900-01-01 09:35:00,1900-01-01 09:45:00,3,0,0,14,9.9,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
10905,15027,1.0,1900-01-01 09:35:00,1900-01-01 09:50:00,1,0,0,29,1.9,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0
10906,15028,1.0,1900-01-01 22:00:00,1900-01-01 22:15:00,0,0,0,36,20.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10907,15029,1.0,1900-01-01 23:20:00,1900-01-01 23:35:00,0,0,0,34,19.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
10908,15031,1.0,1900-01-01 20:30:00,1900-01-01 20:45:00,4,0,0,25,51.4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
10909,15033,1.0,1900-01-01 22:50:00,1900-01-01 23:00:00,2,0,0,18,12.4,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
10910,15035,0.0,1900-01-01 09:10:00,1900-01-01 09:20:00,0,0,0,22,2.1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
10911,15036,1.0,1900-01-01 08:25:00,1900-01-01 08:40:00,2,0,0,12,13.8,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0
10912,15039,1.0,1900-01-01 12:30:00,1900-01-01 12:40:00,1,0,0,26,10.2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
10913,15041,2.0,1900-01-01 19:30:00,1900-01-01 19:40:00,4,0,1,38,15.5,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
10914,15042,1.0,1900-01-01 20:00:00,1900-01-01 20:05:00,2,0,0,30,15.4,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1
10915,15044,0.0,1900-01-01 22:35:00,1900-01-01 22:45:00,4,0,0,17,23.7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
10916,15045,0.0,1900-01-01 19:55:00,1900-01-01 20:10:00,5,1,0,34,6.2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
10917,15047,0.0,1900-01-01 10:40:00,1900-01-01 10:55:00,3,0,0,16,3.1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
10918,15048,1.0,1900-01-01 17:50:00,1900-01-01 17:55:00,5,1,0,35,23.9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
10919,15049,1.0,1900-01-01 21:50:00,1900-01-01 22:00:00,3,0,0,38,23.2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1
10920,15050,0.0,1900-01-01 19:45:00,1900-01-01 19:55:00,3,0,0,49,18.4,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
10921,15053,1.0,1900-01-01 20:20:00,1900-01-01 20:25:00,3,0,0,35,30.3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10922,15055,2.0,1900-01-01 20:55:00,1900-01-01 21:10:00,3,0,0,33,5.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10923,15057,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,4,0,0,32,17.3,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
10924,15058,0.0,1900-01-01 09:10:00,1900-01-01 09:15:00,5,1,0,14,3.5,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1
10925,15059,0.0,1900-01-01 19:25:00,1900-01-01 19:35:00,1,0,0,46,24.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10926,15060,1.0,1900-01-01 08:55:00,1900-01-01 09:00:00,6,1,0,21,6.4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
10927,15061,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,2,0,0,27,19.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
10928,15062,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,5,1,0,32,14.3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
10929,15065,1.0,1900-01-01 20:55:00,1900-01-01 21:05:00,0,0,0,44,14.7,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1
10930,15066,1.0,1900-01-01 23:50:00,1900-01-01 00:00:00,0,0,0,16,5.6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
10931,15067,2.0,1900-01-01 12:30:00,1900-01-01 12:45:00,1,0,0,43,8.9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10932,15068,1.0,1900-01-01 16:20:00,1900-01-01 16:35:00,1,0,0,24,7.8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
10933,15069,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,2,0,0,37,6.4,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
10934,15070,0.0,1900-01-01 18:30:00,1900-01-01 18:45:00,3,0,0,26,14.1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0
10935,15071,1.0,1900-01-01 08:40:00,1900-01-01 08:45:00,1,0,0,18,2.2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
10936,15072,0.0,1900-01-01 00:00:00,1900-01-01 00:15:00,1,0,0,11,10.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
10937,15073,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,6,1,0,24,10.3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
