,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min)
15445,19.875908,75.358888,20.005908,75.488888,2022-02-16,21:00,21:15,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:15:00,2,0,0,26
11182,25.453436,81.833167,25.593436,81.973167,2022-12-02,20:55,21:10,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 20:55:00,1900-01-01 21:10:00,4,0,0,47
32103,12.3085,76.665808,12.3185,76.675808,2022-09-03,11:55,12:00,Fog,High,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 11:55:00,1900-01-01 12:00:00,5,1,0,31
37916,23.355164,85.324097,23.485164,85.454097,2022-02-04,22:10,22:20,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,1900-01-01 22:10:00,1900-01-01 22:20:00,4,0,0,14
8889,12.975996,80.221898,13.045996,80.291898,2022-03-18,18:50,19:05,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 18:50:00,1900-01-01 19:05:00,4,0,1,28
22108,19.22384,72.841347,19.31384,72.931347,2022-03-14,21:00,21:10,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,1900-01-01 21:00:00,1900-01-01 21:10:00,0,0,0,22
16405,23.355164,85.324097,23.415164,85.384097,2022-09-03,22:20,22:30,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 22:20:00,1900-01-01 22:30:00,5,1,0,25
30302,11.003008,76.97544,11.033008,77.00544,2022-03-21,19:00,19:05,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 19:00:00,1900-01-01 19:05:00,0,0,0,24
15654,21.157729,72.768726,21.187729,72.798726,2022-01-03,18:45,18:55,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 18:45:00,1900-01-01 18:55:00,0,0,0,27
28050,12.3085,76.665808,12.3185,76.675808,2022-03-26,10:10,10:20,Windy,Low,2,Buffet,scooter,0.0,No,Urban,1900-01-01 10:10:00,1900-01-01 10:20:00,5,1,0,10
6403,21.186608,72.794136,21.226608,72.834136,2022-03-28,14:25,14:40,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 14:25:00,1900-01-01 14:40:00,0,0,0,27
20709,22.760072,75.892574,22.830072,75.962574,2022-12-03,18:00,18:10,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,1900-01-01 18:00:00,1900-01-01 18:10:00,5,1,0,17
9389,15.56155,73.749092,15.58155,73.769092,2022-02-13,9:55,10:00,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 09:55:00,1900-01-01 10:00:00,6,1,0,15
18297,26.911927,75.797282,27.001927,75.887282,2022-04-03,0:00,0:05,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,1900-01-01 00:00:00,1900-01-01 00:05:00,6,1,0,15
38279,22.310526,73.170937,22.320526,73.180937,2022-03-04,9:25,9:30,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 09:25:00,1900-01-01 09:30:00,4,0,0,21
36627,23.39925,85.390464,23.45925,85.450464,2022-03-28,22:20,22:30,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,1900-01-01 22:20:00,1900-01-01 22:30:00,0,0,0,16
35261,11.024839,77.007003,11.084839,77.067003,2022-03-19,0:00,0:05,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 00:00:00,1900-01-01 00:05:00,5,1,0,27
13743,26.482419,80.320939,26.502419,80.340939,2022-11-02,11:10,11:25,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 11:10:00,1900-01-01 11:25:00,2,0,0,25
23713,10.994136,76.963303,11.084136,77.053303,2022-04-03,20:00,20:05,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,1900-01-01 20:00:00,1900-01-01 20:05:00,6,1,0,29
429,30.873988,75.842739,30.883988,75.852739,2022-02-13,10:00,10:05,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 10:00:00,1900-01-01 10:05:00,6,1,0,17
36160,17.426228,78.407495,17.506228,78.487495,2022-03-23,22:45,22:50,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 22:45:00,1900-01-01 22:50:00,2,0,0,24
30447,18.994237,72.825553,19.104237,72.935553,2022-03-16,17:20,17:35,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 17:20:00,1900-01-01 17:35:00,2,0,0,28
41761,22.32,73.17,22.4,73.25,2022-02-04,17:40,17:50,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:40:00,1900-01-01 17:50:00,4,0,0,40
14043,19.120083,72.907385,19.230083,73.017385,2022-04-03,20:45,20:55,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 20:45:00,1900-01-01 20:55:00,6,1,0,28
35918,30.327968,78.046106,30.397968,78.116106,2022-02-16,22:45,22:55,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 22:45:00,1900-01-01 22:55:00,2,0,0,12
17649,18.569156,73.774723,18.679156,73.884723,2022-03-23,23:35,23:40,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,1900-01-01 23:35:00,1900-01-01 23:40:00,2,0,0,34
34202,12.970324,77.645748,13.000324,77.675748,2022-03-13,20:40,20:45,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 20:40:00,1900-01-01 20:45:00,6,1,0,26
19513,19.131141,72.813074,19.241141,72.923074,2022-12-03,21:15,21:25,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 21:15:00,1900-01-01 21:25:00,5,1,0,31
38926,11.022298,76.998349,11.132298,77.108349,2022-02-03,19:15,19:20,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,1900-01-01 19:15:00,1900-01-01 19:20:00,3,0,0,44
27142,11.022298,76.998349,11.082298,77.058349,2022-03-17,21:50,21:55,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,1900-01-01 21:50:00,1900-01-01 21:55:00,3,0,0,30
15480,21.183434,72.814492,21.213434,72.844492,2022-01-03,21:00,21:15,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:15:00,0,0,0,35
3473,23.374989,85.335486,23.434989,85.395486,2022-03-28,19:45,20:00,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 19:45:00,1900-01-01 20:00:00,0,0,0,28
22388,19.1093,72.825451,19.1193,72.835451,2022-03-24,8:50,8:55,Stormy,Low,1,Meal,scooter,1.0,No,Urban,1900-01-01 08:50:00,1900-01-01 08:55:00,3,0,0,20
22925,26.846156,75.8023,26.936156,75.8923,2022-02-03,17:15,17:20,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Urban,1900-01-01 17:15:00,1900-01-01 17:20:00,3,0,0,22
5655,30.372202,78.077151,30.442202,78.147151,2022-02-16,18:00,18:05,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:05:00,2,0,0,38
20028,12.975996,80.221898,13.015996,80.261898,2022-03-04,12:45,12:55,Stormy,High,1,Drinks,motorcycle,1.0,No,Urban,1900-01-01 12:45:00,1900-01-01 12:55:00,4,0,0,12
18482,23.374878,85.335739,23.484878,85.445739,2022-03-23,23:15,23:30,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,1900-01-01 23:15:00,1900-01-01 23:30:00,2,0,0,27
20473,12.98041,77.640489,13.03041,77.690489,2022-03-04,19:40,19:55,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,1900-01-01 19:40:00,1900-01-01 19:55:00,4,0,0,30
7053,13.026279,80.174568,13.136279,80.284568,2022-03-29,21:55,22:05,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 21:55:00,1900-01-01 22:05:00,1,0,0,36
3193,15.585658,73.743606,15.635658,73.793606,2022-02-15,20:15,20:25,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 20:15:00,1900-01-01 20:25:00,1,0,0,23
21116,26.483042,80.317833,26.623042,80.457833,2022-02-16,18:00,18:10,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,1900-01-01 18:00:00,1900-01-01 18:10:00,2,0,0,30
37593,18.56245,73.916619,18.57245,73.926619,2022-03-24,9:50,10:05,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 09:50:00,1900-01-01 10:05:00,3,0,0,19
41915,18.53408,73.89852,18.59408,73.95852,2022-03-13,19:30,19:35,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 19:30:00,1900-01-01 19:35:00,6,1,0,29
1333,11.010375,76.95295,11.060375,77.00295,2022-03-26,22:20,22:30,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 22:20:00,1900-01-01 22:30:00,5,1,0,24
1506,12.323994,76.626167,12.343994,76.646167,2022-03-30,8:45,8:55,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 08:45:00,1900-01-01 08:55:00,2,0,0,23
34473,18.592718,73.773572,18.652718,73.833572,2022-07-03,21:10,21:15,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 21:10:00,1900-01-01 21:15:00,6,1,0,38
23683,22.651847,75.881991,22.681847,75.911991,2022-03-21,20:25,20:30,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,1900-01-01 20:25:00,1900-01-01 20:30:00,0,0,0,26
32070,12.323994,76.626167,12.343994,76.646167,2022-05-03,11:10,11:25,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 11:10:00,1900-01-01 11:25:00,1,0,0,27
18968,12.3085,76.665808,12.3285,76.685808,2022-11-03,9:10,9:20,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,1900-01-01 09:10:00,1900-01-01 09:20:00,3,0,0,10
7516,21.157729,72.768726,21.287729,72.898726,2022-02-04,18:50,19:05,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 18:50:00,1900-01-01 19:05:00,4,0,0,27
6795,27.165108,78.015053,27.255108,78.105053,2022-12-02,18:55,19:05,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 18:55:00,1900-01-01 19:05:00,4,0,0,33
33297,13.029198,77.570997,13.059198,77.600997,2022-09-03,19:20,19:30,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 19:20:00,1900-01-01 19:30:00,5,1,0,11
7894,17.431477,78.40035,17.491477,78.46035,2022-03-13,17:15,17:30,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:15:00,1900-01-01 17:30:00,6,1,0,28
10313,11.025083,77.015393,11.045083,77.035393,2022-03-04,9:25,9:40,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 09:25:00,1900-01-01 09:40:00,4,0,0,15
34774,19.091458,72.827808,19.161458,72.897808,2022-03-25,19:25,19:40,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,1900-01-01 19:25:00,1900-01-01 19:40:00,4,0,0,45
18195,22.553227,88.353273,22.663227,88.463273,2022-02-18,19:20,19:30,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,1900-01-01 19:20:00,1900-01-01 19:30:00,4,0,0,27
1368,18.536562,73.896485,18.556562,73.916485,2022-05-04,9:45,9:55,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 09:45:00,1900-01-01 09:55:00,2,0,0,23
15371,12.935662,77.61413,12.995662,77.67413,2022-03-13,19:35,19:45,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 19:35:00,1900-01-01 19:45:00,6,1,0,27
4617,17.450851,78.379347,17.520851,78.449347,2022-03-16,17:10,17:15,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 17:10:00,1900-01-01 17:15:00,2,0,0,36
5266,26.902908,75.792934,27.042908,75.932934,2022-02-03,18:30,18:45,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 18:30:00,1900-01-01 18:45:00,3,0,0,32
8987,13.054347,80.257221,13.094347,80.297221,2022-11-03,15:35,15:40,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 15:35:00,1900-01-01 15:40:00,3,0,0,30
37982,17.424114,78.347554,17.554114,78.477554,2022-03-29,22:30,22:40,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 22:30:00,1900-01-01 22:40:00,1,0,0,21
31493,12.284747,76.625861,12.374747,76.715861,2022-02-03,17:25,17:30,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:30:00,3,0,0,38
3953,26.90294,75.793007,27.01294,75.903007,2022-10-03,19:20,19:30,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 19:20:00,1900-01-01 19:30:00,0,0,0,52
37828,18.56245,73.916619,18.57245,73.926619,2022-05-04,10:55,11:05,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,1900-01-01 10:55:00,1900-01-01 11:05:00,2,0,0,16
15383,12.304569,76.643622,12.374569,76.713622,2022-06-04,20:20,20:30,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 20:20:00,1900-01-01 20:30:00,5,1,0,29
31256,22.725748,75.898497,22.775748,75.948497,2022-03-03,17:20,17:30,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,1900-01-01 17:20:00,1900-01-01 17:30:00,3,0,0,15
12902,12.297954,76.665169,12.317954,76.685169,2022-03-17,8:25,8:35,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 08:25:00,1900-01-01 08:35:00,3,0,0,26
16237,26.88842,75.800689,26.91842,75.830689,2022-03-17,22:35,22:45,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 22:35:00,1900-01-01 22:45:00,3,0,0,18
33389,21.186884,72.793616,21.256884,72.863616,2022-04-04,19:25,19:30,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 19:25:00,1900-01-01 19:30:00,0,0,0,12
23032,19.003517,72.82765,19.013517,72.83765,2022-03-24,12:00,12:15,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,1900-01-01 12:00:00,1900-01-01 12:15:00,3,0,0,28
23606,12.284747,76.625861,12.354747,76.695861,2022-03-14,21:35,21:50,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,1900-01-01 21:35:00,1900-01-01 21:50:00,0,0,0,26
29672,12.933284,77.615428,13.063284,77.745428,2022-03-25,17:15,17:25,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 17:15:00,1900-01-01 17:25:00,4,0,0,38
18106,21.185047,72.80859,21.255047,72.87859,2022-10-03,17:30,17:35,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,1900-01-01 17:30:00,1900-01-01 17:35:00,0,0,0,17
31888,12.98041,77.640489,12.99041,77.650489,2022-03-30,12:00,12:15,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,1900-01-01 12:00:00,1900-01-01 12:15:00,2,0,0,17
27653,13.029198,77.570997,13.109198,77.650997,2022-03-25,19:20,19:35,Stormy,Jam,2,Meal,scooter,0.0,No,Urban,1900-01-01 19:20:00,1900-01-01 19:35:00,4,0,0,27
5982,12.933284,77.615428,12.973284,77.655428,2022-05-03,13:50,14:00,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 13:50:00,1900-01-01 14:00:00,1,0,0,31
23322,26.90519,75.810753,26.93519,75.840753,2022-03-28,23:00,23:15,Stormy,Low,1,Buffet,motorcycle,1.0,No,Urban,1900-01-01 23:00:00,1900-01-01 23:15:00,0,0,0,22
21718,30.905562,75.832841,31.045562,75.972841,2022-02-14,23:35,23:45,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,1900-01-01 23:35:00,1900-01-01 23:45:00,0,0,0,21
16259,15.56155,73.749092,15.59155,73.779092,2022-11-02,23:40,23:45,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 23:40:00,1900-01-01 23:45:00,2,0,0,19
8979,17.424114,78.347554,17.504114,78.427554,2022-06-03,17:25,17:35,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:35:00,4,0,0,21
10827,26.892312,75.806896,26.942312,75.856896,2022-05-03,23:40,23:55,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 23:40:00,1900-01-01 23:55:00,1,0,0,20
27995,12.935662,77.61413,12.995662,77.67413,2022-03-24,22:45,23:00,Sunny,Low,1,Meal,scooter,0.0,No,Urban,1900-01-01 22:45:00,1900-01-01 23:00:00,3,0,0,22
30768,25.443994,81.860187,25.483994,81.900187,2022-11-02,15:30,15:45,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,1900-01-01 15:30:00,1900-01-01 15:45:00,2,0,0,27
21652,17.431477,78.40035,17.441477,78.41035,2022-03-19,10:00,10:10,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,1900-01-01 10:00:00,1900-01-01 10:10:00,5,1,0,23
36185,12.972532,77.608179,13.062532,77.698179,2022-03-20,23:15,23:20,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 23:15:00,1900-01-01 23:20:00,6,1,0,21
14181,11.006686,76.951736,11.116686,77.061736,2022-04-03,20:20,20:35,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 20:20:00,1900-01-01 20:35:00,6,1,0,15
2008,22.311844,73.165081,22.371844,73.225081,2022-09-03,23:55,0:00,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 23:55:00,1900-01-01 00:00:00,5,1,0,18
15887,12.337928,76.617889,12.367928,76.647889,2022-03-04,21:10,21:25,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 21:10:00,1900-01-01 21:25:00,4,0,0,29
20677,19.055831,72.833984,19.115831,72.893984,2022-03-28,18:20,18:25,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,1900-01-01 18:20:00,1900-01-01 18:25:00,0,0,0,31
20484,12.979166,77.640709,13.109166,77.770709,2022-04-04,19:50,19:55,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,1900-01-01 19:50:00,1900-01-01 19:55:00,0,0,0,25
22031,21.173343,72.792731,21.283343,72.902731,2022-03-23,19:35,19:50,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,1900-01-01 19:35:00,1900-01-01 19:50:00,2,0,0,41
34575,22.551084,88.354127,22.611084,88.414127,2022-02-17,19:35,19:50,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 19:35:00,1900-01-01 19:50:00,3,0,0,28
4070,11.022477,76.995667,11.082477,77.055667,2022-11-03,20:35,20:40,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 20:35:00,1900-01-01 20:40:00,3,0,0,29
29394,22.751234,75.88949,22.761234,75.89949,2022-07-03,10:45,10:50,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,1900-01-01 10:45:00,1900-01-01 10:50:00,6,1,0,20
14571,19.221315,72.862381,19.351315,72.992381,2022-03-29,21:25,21:30,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 21:25:00,1900-01-01 21:30:00,1,0,0,17
1377,21.186438,72.794115,21.196438,72.804115,2022-05-03,8:35,8:45,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 08:35:00,1900-01-01 08:45:00,1,0,0,15
8730,22.732225,75.874765,22.822225,75.964765,2022-03-27,20:50,20:55,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 20:50:00,1900-01-01 20:55:00,6,1,0,29
31935,22.538731,88.364878,22.578731,88.404878,2022-11-02,13:40,13:45,Windy,High,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 13:40:00,1900-01-01 13:45:00,2,0,0,32
41095,13.049645,80.242268,13.119645,80.312268,2022-03-29,17:15,17:20,Stormy,Medium,0,Drinks,motorcycle,3.0,Yes,Semi-Urban,1900-01-01 17:15:00,1900-01-01 17:20:00,1,0,0,49
16969,11.000762,76.981876,11.040762,77.021876,2022-03-13,15:35,15:50,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 15:35:00,1900-01-01 15:50:00,6,1,0,20
1619,22.311844,73.165081,22.321844,73.175081,2022-03-17,10:35,10:50,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 10:35:00,1900-01-01 10:50:00,3,0,0,29
41319,26.892312,75.806896,26.962312,75.876896,2022-10-03,21:20,21:35,Windy,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,1900-01-01 21:20:00,1900-01-01 21:35:00,0,0,0,47
27990,26.846156,75.8023,26.876156,75.8323,2022-09-03,23:50,0:00,Sunny,Low,1,Snack,scooter,0.0,No,Urban,1900-01-01 23:50:00,1900-01-01 00:00:00,5,1,0,17
5244,21.157729,72.768726,21.237729,72.848726,2022-04-04,18:35,18:40,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:35:00,1900-01-01 18:40:00,0,0,0,20
20848,19.1813,72.836191,19.2613,72.916191,2022-04-03,23:45,0:00,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,1900-01-01 23:45:00,1900-01-01 00:00:00,6,1,0,42
17768,13.049645,80.242268,13.119645,80.312268,2022-06-04,21:50,21:55,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,1900-01-01 21:50:00,1900-01-01 21:55:00,5,1,0,31
20933,22.577821,88.400581,22.617821,88.440581,2022-11-02,14:50,15:05,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,1900-01-01 14:50:00,1900-01-01 15:05:00,2,0,0,22
33688,26.766536,75.837333,26.896536,75.967333,2022-08-03,20:25,20:40,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 20:25:00,1900-01-01 20:40:00,2,0,0,36
28880,22.725748,75.898497,22.795748,75.968497,2022-03-18,22:20,22:25,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,1900-01-01 22:20:00,1900-01-01 22:25:00,4,0,1,25
35595,18.516216,73.842527,18.576216,73.902527,2022-03-03,23:55,0:00,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 23:55:00,1900-01-01 00:00:00,3,0,0,20
13822,15.56155,73.749092,15.58155,73.769092,2022-02-17,8:20,8:30,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 08:20:00,1900-01-01 08:30:00,3,0,0,26
36195,21.149834,72.778666,21.229834,72.858666,2022-03-14,22:40,22:45,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 22:40:00,1900-01-01 22:45:00,0,0,0,23
25416,30.893081,75.821495,30.973081,75.901495,2022-02-16,19:50,19:55,Cloudy,Jam,1,Buffet,scooter,1.0,Yes,Metropolitian,1900-01-01 19:50:00,1900-01-01 19:55:00,2,0,0,43
28810,22.308096,73.167753,22.358096,73.217753,2022-05-04,22:45,22:55,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,1900-01-01 22:45:00,1900-01-01 22:55:00,2,0,0,20
3840,26.479108,80.315042,26.509108,80.345042,2022-02-13,21:10,21:20,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 21:10:00,1900-01-01 21:20:00,6,1,0,21
16025,22.539129,88.365507,22.569129,88.395507,2022-11-02,19:50,20:05,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 19:50:00,1900-01-01 20:05:00,2,0,0,30
32106,22.727021,75.884167,22.767021,75.924167,2022-03-21,14:35,14:45,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 14:35:00,1900-01-01 14:45:00,0,0,0,15
34083,11.022477,76.995667,11.072477,77.045667,2022-03-17,21:50,21:55,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 21:50:00,1900-01-01 21:55:00,3,0,0,21
21618,23.235123,77.398886,23.245123,77.408886,2022-02-15,8:50,9:00,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,1900-01-01 08:50:00,1900-01-01 09:00:00,1,0,0,11
26914,15.556561,73.763633,15.596561,73.803633,2022-02-17,12:10,12:20,Windy,High,2,Drinks,scooter,0.0,No,Urban,1900-01-01 12:10:00,1900-01-01 12:20:00,3,0,0,14
29857,23.218998,77.373573,23.328998,77.483573,2022-02-14,18:35,18:40,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 18:35:00,1900-01-01 18:40:00,0,0,0,13
30967,13.054347,80.257221,13.114347,80.317221,2022-03-17,17:25,17:40,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 17:25:00,1900-01-01 17:40:00,3,0,0,28
3185,12.979166,77.640709,13.029166,77.690709,2022-03-19,21:35,21:40,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 21:35:00,1900-01-01 21:40:00,5,1,0,22
11245,17.41233,78.449654,17.49233,78.529654,2022-02-04,20:55,21:05,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 20:55:00,1900-01-01 21:05:00,4,0,0,44
33929,25.454648,81.834502,25.534648,81.914502,2022-02-16,21:30,21:40,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 21:30:00,1900-01-01 21:40:00,2,0,0,26
3516,30.914057,75.83982,30.984057,75.90982,2022-02-16,19:20,19:25,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 19:20:00,1900-01-01 19:25:00,2,0,0,28
6553,12.310972,76.659264,12.320972,76.669264,2022-03-28,11:25,11:35,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 11:25:00,1900-01-01 11:35:00,0,0,0,27
11512,22.728163,75.884212,22.798163,75.954212,2022-03-18,22:50,23:00,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 22:50:00,1900-01-01 23:00:00,4,0,1,42
25557,26.913483,75.803139,26.983483,75.873139,2022-04-04,20:20,20:35,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,1900-01-01 20:20:00,1900-01-01 20:35:00,0,0,0,41
38505,18.536562,73.896485,18.646562,74.006485,2022-02-03,19:20,19:30,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,1900-01-01 19:20:00,1900-01-01 19:30:00,3,0,0,38
36536,10.96185,76.971082,10.98185,76.991082,2022-11-03,8:10,8:25,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 08:10:00,1900-01-01 08:25:00,3,0,0,19
