,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban,hour,time_hour,식사
5384,1.0,1900-01-01 23:50:00,1900-01-01 23:55:00,4,0,0,21,27.3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,23,no식사,0
5385,1.0,1900-01-01 10:25:00,1900-01-01 10:40:00,5,1,0,27,8.7,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,10,no식사,0
5386,1.0,1900-01-01 10:20:00,1900-01-01 10:35:00,2,0,0,11,4.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,10,no식사,0
5387,1.0,1900-01-01 20:40:00,1900-01-01 20:50:00,4,0,0,38,36.0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,20,식사,1
5388,1.0,1900-01-01 17:50:00,1900-01-01 18:00:00,0,0,0,16,14.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
5389,1.0,1900-01-01 17:10:00,1900-01-01 17:15:00,3,0,0,23,28.7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,17,식사,1
5390,1.0,1900-01-01 20:15:00,1900-01-01 20:30:00,6,1,0,37,14.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20,식사,1
5391,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,6,1,0,20,10.5,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,1
5392,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,1,0,0,15,28.8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,11,식사,1
5393,1.0,1900-01-01 19:50:00,1900-01-01 20:00:00,2,0,0,18,32.9,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,19,식사,1
5394,1.0,1900-01-01 19:35:00,1900-01-01 19:40:00,0,0,0,33,15.4,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,19,식사,1
5395,1.0,1900-01-01 21:45:00,1900-01-01 21:55:00,4,0,0,21,12.8,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,21,식사,1
5396,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,1,0,0,26,17.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,no식사,0
5397,1.0,1900-01-01 11:00:00,1900-01-01 11:10:00,1,0,0,14,4.1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,11,식사,1
5398,1.0,1900-01-01 12:00:00,1900-01-01 12:15:00,5,1,0,10,2.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,12,식사,1
5399,1.0,1900-01-01 17:50:00,1900-01-01 18:00:00,3,0,0,32,11.4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,17,식사,1
5400,1.0,1900-01-01 17:55:00,1900-01-01 18:10:00,5,1,0,29,16.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,17,식사,1
5401,2.0,1900-01-01 17:25:00,1900-01-01 17:35:00,0,0,0,34,18.6,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
5402,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,0,0,0,14,13.6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,no식사,0
5403,1.0,1900-01-01 09:00:00,1900-01-01 09:15:00,2,0,0,28,2.5,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,9,no식사,0
5404,1.0,1900-01-01 11:50:00,1900-01-01 12:00:00,3,0,0,15,3.1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,11,식사,1
5405,1.0,1900-01-01 15:50:00,1900-01-01 16:00:00,0,0,0,16,18.2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,15,no식사,0
5406,1.0,1900-01-01 22:10:00,1900-01-01 22:25:00,5,1,0,24,11.4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,22,no식사,0
5407,1.0,1900-01-01 19:00:00,1900-01-01 19:05:00,4,0,0,23,11.9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,19,식사,1
5408,1.0,1900-01-01 17:20:00,1900-01-01 17:25:00,6,1,0,24,10.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,17,식사,1
5409,1.0,1900-01-01 23:20:00,1900-01-01 23:30:00,4,0,0,41,25.2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
5410,1.0,1900-01-01 20:45:00,1900-01-01 20:55:00,1,0,0,30,16.8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,20,식사,1
5411,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,5,1,0,22,13.7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,식사,1
5413,1.0,1900-01-01 11:30:00,1900-01-01 11:35:00,3,0,0,17,2.8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,11,식사,1
5414,1.0,1900-01-01 22:30:00,1900-01-01 22:40:00,3,0,0,17,17.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
5415,1.0,1900-01-01 20:15:00,1900-01-01 20:25:00,4,0,0,40,18.6,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,20,식사,1
5416,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,2,0,0,19,10.5,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,23,no식사,0
5417,1.0,1900-01-01 00:00:00,1900-01-01 00:05:00,6,1,0,19,14.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,no식사,0
5418,1.0,1900-01-01 17:40:00,1900-01-01 17:50:00,5,1,0,35,23.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,17,식사,1
5419,1.0,1900-01-01 13:15:00,1900-01-01 13:30:00,4,0,0,34,10.1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,13,식사,1
5420,1.0,1900-01-01 15:15:00,1900-01-01 15:25:00,1,0,0,34,9.9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,15,no식사,0
5421,1.0,1900-01-01 18:35:00,1900-01-01 18:40:00,6,1,0,22,17.2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,18,식사,1
5422,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,0,0,0,33,14.0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21,식사,1
5423,1.0,1900-01-01 09:25:00,1900-01-01 09:35:00,5,1,0,25,6.5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,9,no식사,0
5424,1.0,1900-01-01 23:30:00,1900-01-01 23:35:00,5,1,0,26,22.5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,23,no식사,0
5425,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,2,0,0,25,21.5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,18,식사,1
5426,1.0,1900-01-01 17:20:00,1900-01-01 17:35:00,1,0,0,25,6.9,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
5427,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,0,0,0,20,2.3,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,11,식사,1
5428,1.0,1900-01-01 23:35:00,1900-01-01 23:50:00,5,1,0,16,17.2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
5429,2.0,1900-01-01 17:35:00,1900-01-01 17:45:00,4,0,1,38,18.4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,17,식사,1
5430,1.0,1900-01-01 09:00:00,1900-01-01 09:15:00,1,0,0,23,1.7,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,9,no식사,0
5431,1.0,1900-01-01 17:20:00,1900-01-01 17:30:00,4,0,0,36,15.3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,17,식사,1
5432,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,0,0,0,14,6.6,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,17,식사,1
5433,1.0,1900-01-01 11:30:00,1900-01-01 11:45:00,3,0,0,26,3.6,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,11,식사,1
5434,1.0,1900-01-01 18:40:00,1900-01-01 18:50:00,4,0,0,23,31.0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,18,식사,1
5435,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,4,0,0,22,15.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,19,식사,1
5436,2.0,1900-01-01 21:45:00,1900-01-01 21:55:00,2,0,0,46,19.6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,21,식사,1
5437,1.0,1900-01-01 20:35:00,1900-01-01 20:50:00,6,1,0,20,15.2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,식사,1
5438,1.0,1900-01-01 08:15:00,1900-01-01 08:20:00,6,1,0,19,2.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,8,no식사,0
5439,1.0,1900-01-01 19:25:00,1900-01-01 19:35:00,2,0,0,19,10.2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,19,식사,1
5440,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,4,0,1,31,23.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21,식사,1
5441,1.0,1900-01-01 20:15:00,1900-01-01 20:20:00,4,0,0,42,25.9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,20,식사,1
5442,1.0,1900-01-01 23:55:00,1900-01-01 00:05:00,2,0,0,16,15.4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,23,no식사,0
5443,1.0,1900-01-01 18:40:00,1900-01-01 18:55:00,5,1,0,25,11.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,18,식사,1
5444,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,0,0,0,38,17.3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,19,식사,1
5445,1.0,1900-01-01 18:20:00,1900-01-01 18:35:00,0,0,0,29,11.7,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,18,식사,1
5446,2.0,1900-01-01 21:50:00,1900-01-01 22:00:00,1,0,0,39,16.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,21,식사,1
5447,1.0,1900-01-01 19:20:00,1900-01-01 19:25:00,4,0,1,39,14.0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,19,식사,1
5448,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,3,0,0,27,16.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,20,식사,1
5449,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,5,1,0,15,16.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,18,식사,1
5450,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,4,0,0,28,22.6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,18,식사,1
5451,1.0,1900-01-01 23:10:00,1900-01-01 23:20:00,1,0,0,29,7.2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,23,no식사,0
5452,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,3,0,0,16,6.7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,23,no식사,0
5453,1.0,1900-01-01 23:00:00,1900-01-01 23:05:00,4,0,1,23,14.6,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
5454,1.0,1900-01-01 23:30:00,1900-01-01 23:45:00,4,0,1,28,25.8,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,23,no식사,0
5455,1.0,1900-01-01 23:35:00,1900-01-01 23:40:00,3,0,0,17,8.4,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,23,no식사,0
5456,1.0,1900-01-01 11:35:00,1900-01-01 11:40:00,5,1,0,14,2.6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11,식사,1
5457,1.0,1900-01-01 10:25:00,1900-01-01 10:30:00,3,0,0,24,6.0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,10,no식사,0
5458,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,5,1,0,31,12.9,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,17,식사,1
5459,1.0,1900-01-01 19:10:00,1900-01-01 19:20:00,5,1,0,33,26.5,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,19,식사,1
5460,1.0,1900-01-01 19:00:00,1900-01-01 19:10:00,2,0,0,18,11.2,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,19,식사,1
5461,1.0,1900-01-01 23:40:00,1900-01-01 23:45:00,6,1,0,11,6.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,23,no식사,0
5462,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,2,0,0,39,21.9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,18,식사,1
5463,1.0,1900-01-01 14:35:00,1900-01-01 14:40:00,1,0,0,29,10.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14,식사,1
5464,1.0,1900-01-01 15:20:00,1900-01-01 15:30:00,3,0,0,28,17.1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,15,no식사,0
5465,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,4,0,1,35,18.5,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,23,no식사,0
5466,1.0,1900-01-01 10:20:00,1900-01-01 10:30:00,0,0,0,24,2.4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,10,no식사,0
5467,1.0,1900-01-01 11:50:00,1900-01-01 12:00:00,3,0,0,25,5.4,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,11,식사,1
5468,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,1,0,0,16,25.7,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,23,no식사,0
5469,1.0,1900-01-01 19:00:00,1900-01-01 19:05:00,5,1,0,18,19.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,19,식사,1
5470,1.0,1900-01-01 21:00:00,1900-01-01 21:10:00,1,0,0,33,14.1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21,식사,1
5471,1.0,1900-01-01 23:25:00,1900-01-01 23:35:00,4,0,0,28,35.6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,23,no식사,0
5472,1.0,1900-01-01 17:20:00,1900-01-01 17:35:00,4,0,1,36,31.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,식사,1
5473,1.0,1900-01-01 09:25:00,1900-01-01 09:40:00,2,0,0,20,3.8,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,9,no식사,0
5474,1.0,1900-01-01 23:50:00,1900-01-01 23:55:00,5,1,0,26,30.2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,23,no식사,0
5475,1.0,1900-01-01 10:40:00,1900-01-01 10:55:00,4,0,0,19,2.1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,10,no식사,0
5476,1.0,1900-01-01 14:40:00,1900-01-01 14:45:00,2,0,0,20,12.8,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,14,식사,1
5477,1.0,1900-01-01 22:40:00,1900-01-01 22:50:00,5,1,0,28,26.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,22,no식사,0
5478,1.0,1900-01-01 20:55:00,1900-01-01 21:00:00,0,0,0,33,27.9,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,20,식사,1
5479,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,1,0,0,44,1.8,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,12,식사,1
5480,1.0,1900-01-01 22:50:00,1900-01-01 23:05:00,6,1,0,23,29.1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,22,no식사,0
5481,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,6,1,0,22,27.6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
5482,1.0,1900-01-01 18:50:00,1900-01-01 19:05:00,6,1,0,36,18.3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,18,식사,1
5483,1.0,1900-01-01 22:45:00,1900-01-01 23:00:00,2,0,0,24,19.6,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,22,no식사,0
5484,1.0,1900-01-01 09:00:00,1900-01-01 09:05:00,2,0,0,24,4.1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,9,no식사,0
5485,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,2,0,0,16,28.8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,22,no식사,0
5486,1.0,1900-01-01 00:00:00,1900-01-01 00:10:00,3,0,0,18,34.4,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,no식사,0
5487,1.0,1900-01-01 09:15:00,1900-01-01 09:20:00,3,0,0,18,1.7,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,9,no식사,0
5488,1.0,1900-01-01 20:20:00,1900-01-01 20:30:00,3,0,0,31,31.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,20,식사,1
5489,1.0,1900-01-01 22:45:00,1900-01-01 23:00:00,6,1,0,20,13.4,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,22,no식사,0
5490,1.0,1900-01-01 17:25:00,1900-01-01 17:30:00,2,0,0,31,14.9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,17,식사,1
5491,1.0,1900-01-01 21:45:00,1900-01-01 21:50:00,5,1,0,25,6.6,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,1
5492,1.0,1900-01-01 23:20:00,1900-01-01 23:25:00,1,0,0,17,13.6,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,23,no식사,0
5493,1.0,1900-01-01 15:40:00,1900-01-01 15:55:00,1,0,0,19,8.0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,15,no식사,0
5494,1.0,1900-01-01 23:30:00,1900-01-01 23:45:00,1,0,0,24,9.2,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,23,no식사,0
5495,1.0,1900-01-01 20:35:00,1900-01-01 20:50:00,5,1,0,24,16.2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,20,식사,1
5496,1.0,1900-01-01 11:50:00,1900-01-01 12:00:00,5,1,0,28,2.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,11,식사,1
5497,1.0,1900-01-01 10:25:00,1900-01-01 10:35:00,4,0,0,16,2.7,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,10,no식사,0
5498,1.0,1900-01-01 19:10:00,1900-01-01 19:20:00,4,0,0,37,25.7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,19,식사,1
5499,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,3,0,0,29,20.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,20,식사,1
5500,1.0,1900-01-01 09:50:00,1900-01-01 09:55:00,3,0,0,18,6.0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,9,no식사,0
5501,1.0,1900-01-01 20:35:00,1900-01-01 20:45:00,6,1,0,31,14.1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,20,식사,1
5502,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,0,0,0,43,23.4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,19,식사,1
5503,1.0,1900-01-01 19:30:00,1900-01-01 19:40:00,4,0,0,39,24.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,19,식사,1
5504,1.0,1900-01-01 09:55:00,1900-01-01 10:00:00,6,1,0,17,2.3,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,9,no식사,0
5505,1.0,1900-01-01 22:55:00,1900-01-01 23:00:00,4,0,0,30,17.2,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,22,no식사,0
5506,1.0,1900-01-01 08:55:00,1900-01-01 09:05:00,2,0,0,20,5.5,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,8,no식사,0
5507,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,1,0,0,18,4.5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11,식사,1
5508,1.0,1900-01-01 20:35:00,1900-01-01 20:40:00,0,0,0,34,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20,식사,1
5509,2.0,1900-01-01 11:30:00,1900-01-01 11:40:00,1,0,0,38,1.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11,식사,1
5510,1.0,1900-01-01 22:50:00,1900-01-01 22:55:00,6,1,0,28,22.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,22,no식사,0
5511,1.0,1900-01-01 19:20:00,1900-01-01 19:35:00,3,0,0,27,11.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,19,식사,1
5512,1.0,1900-01-01 09:45:00,1900-01-01 09:55:00,1,0,0,11,4.2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,9,no식사,0
5513,1.0,1900-01-01 23:30:00,1900-01-01 23:45:00,6,1,0,22,37.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,23,no식사,0
5514,1.0,1900-01-01 17:15:00,1900-01-01 17:30:00,1,0,0,23,13.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
5515,1.0,1900-01-01 22:20:00,1900-01-01 22:25:00,0,0,0,36,14.9,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,22,no식사,0
5516,1.0,1900-01-01 19:50:00,1900-01-01 20:00:00,5,1,0,32,10.5,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,19,식사,1
5517,1.0,1900-01-01 21:35:00,1900-01-01 21:50:00,3,0,0,33,12.1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,21,식사,1
5518,2.0,1900-01-01 21:35:00,1900-01-01 21:50:00,6,1,0,35,22.0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,21,식사,1
5519,1.0,1900-01-01 23:50:00,1900-01-01 00:05:00,0,0,0,20,13.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
5520,1.0,1900-01-01 18:30:00,1900-01-01 18:40:00,3,0,0,34,15.2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,18,식사,1
5521,1.0,1900-01-01 23:50:00,1900-01-01 00:05:00,3,0,0,16,10.0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,23,no식사,0
5522,1.0,1900-01-01 21:00:00,1900-01-01 21:10:00,4,0,1,21,19.5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,21,식사,1
5523,1.0,1900-01-01 09:15:00,1900-01-01 09:30:00,1,0,0,29,2.4,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,9,no식사,0
5524,1.0,1900-01-01 10:00:00,1900-01-01 10:10:00,2,0,0,34,4.1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,10,no식사,0
5525,1.0,1900-01-01 21:00:00,1900-01-01 21:10:00,6,1,0,28,19.8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21,식사,1
