,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban,hour,time_hour,no식사,식사
7869,11595,11595,16000,1.0,1900-01-01 13:40:00,1900-01-01 13:55:00,1,0,0,25,19.8,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,13,식사,0,1
7870,11597,11597,16003,1.0,1900-01-01 19:30:00,1900-01-01 19:45:00,1,0,0,18,13.1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,19,식사,0,1
7871,11598,11598,16004,1.0,1900-01-01 20:50:00,1900-01-01 20:55:00,3,0,0,11,13.2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,20,식사,0,1
7872,11599,11599,16005,1.0,1900-01-01 19:00:00,1900-01-01 19:10:00,0,0,0,24,16.6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,19,식사,0,1
7873,11601,11601,16008,1.0,1900-01-01 20:55:00,1900-01-01 21:05:00,6,1,0,32,7.3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,20,식사,0,1
7874,11602,11602,16009,1.0,1900-01-01 17:20:00,1900-01-01 17:25:00,1,0,0,24,5.9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,0,1
7875,11604,11604,16012,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,2,0,0,38,12.8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
7876,11605,11605,16014,1.0,1900-01-01 16:45:00,1900-01-01 17:00:00,0,0,0,25,9.4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,16,no식사,1,0
7877,11606,11606,16016,1.0,1900-01-01 17:10:00,1900-01-01 17:20:00,2,0,0,20,13.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,17,식사,0,1
7878,11607,11607,16018,1.0,1900-01-01 18:15:00,1900-01-01 18:25:00,1,0,0,24,14.5,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,18,식사,0,1
7879,11609,11609,16020,1.0,1900-01-01 23:25:00,1900-01-01 23:40:00,4,0,0,39,25.7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,23,no식사,1,0
7880,11610,11610,16023,1.0,1900-01-01 17:35:00,1900-01-01 17:45:00,5,1,0,34,21.4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,17,식사,0,1
7881,11611,11611,16024,1.0,1900-01-01 08:35:00,1900-01-01 08:45:00,0,0,0,11,1.7,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,8,no식사,1,0
7882,11612,11612,16025,1.0,1900-01-01 23:30:00,1900-01-01 23:35:00,2,0,0,29,21.3,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,23,no식사,1,0
7883,11613,11613,16026,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,5,1,0,28,28.5,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,22,no식사,1,0
7884,11614,11614,16027,1.0,1900-01-01 10:55:00,1900-01-01 11:00:00,3,0,0,23,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,10,no식사,1,0
7885,11615,11615,16028,1.0,1900-01-01 11:00:00,1900-01-01 11:05:00,5,1,0,26,2.7,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
7886,11616,11616,16029,1.0,1900-01-01 09:20:00,1900-01-01 09:35:00,4,0,0,21,5.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,9,no식사,1,0
7887,11617,11617,16030,3.0,1900-01-01 20:50:00,1900-01-01 20:55:00,5,1,0,48,26.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,20,식사,0,1
7888,11618,11618,16031,1.0,1900-01-01 16:50:00,1900-01-01 17:05:00,1,0,0,33,10.8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,16,no식사,1,0
7889,11619,11619,16032,1.0,1900-01-01 20:00:00,1900-01-01 20:10:00,6,1,0,49,18.2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,20,식사,0,1
7890,11620,11620,16034,1.0,1900-01-01 13:15:00,1900-01-01 13:25:00,6,1,0,34,12.1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,13,식사,0,1
7891,11621,11621,16035,1.0,1900-01-01 18:50:00,1900-01-01 19:05:00,2,0,0,41,32.6,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,18,식사,0,1
7892,11622,11622,16036,2.0,1900-01-01 20:50:00,1900-01-01 21:05:00,0,0,0,39,20.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
7893,11624,11624,16039,2.0,1900-01-01 13:55:00,1900-01-01 14:05:00,0,0,0,49,10.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,13,식사,0,1
7894,11625,11625,16040,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,2,0,0,17,21.3,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,no식사,1,0
7895,11626,11626,16041,1.0,1900-01-01 17:20:00,1900-01-01 17:30:00,2,0,0,36,19.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
7896,11627,11627,16045,1.0,1900-01-01 08:25:00,1900-01-01 08:30:00,3,0,0,24,2.2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8,no식사,1,0
7897,11628,11628,16046,1.0,1900-01-01 08:20:00,1900-01-01 08:30:00,4,0,0,18,4.9,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,8,no식사,1,0
7898,11629,11629,16047,1.0,1900-01-01 20:55:00,1900-01-01 21:00:00,3,0,0,33,17.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,20,식사,0,1
7899,11631,11631,16050,1.0,1900-01-01 23:20:00,1900-01-01 23:25:00,0,0,0,21,12.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,23,no식사,1,0
7900,11632,11632,16051,1.0,1900-01-01 20:50:00,1900-01-01 21:00:00,3,0,0,25,16.2,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,20,식사,0,1
7901,11633,11633,16052,1.0,1900-01-01 19:45:00,1900-01-01 20:00:00,0,0,0,31,11.4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,19,식사,0,1
7902,11634,11634,16053,1.0,1900-01-01 09:55:00,1900-01-01 10:10:00,0,0,0,21,20.4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,9,no식사,1,0
7903,11635,11635,16054,1.0,1900-01-01 20:00:00,1900-01-01 20:15:00,1,0,0,47,12.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
7904,11638,11638,16057,1.0,1900-01-01 11:55:00,1900-01-01 12:10:00,3,0,0,33,5.3,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,11,식사,0,1
7905,11640,11640,16059,2.0,1900-01-01 12:00:00,1900-01-01 12:15:00,0,0,0,41,6.8,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,12,식사,0,1
7906,11641,11641,16060,1.0,1900-01-01 13:10:00,1900-01-01 13:15:00,1,0,0,23,11.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,13,식사,0,1
7907,11642,11642,16061,1.0,1900-01-01 21:35:00,1900-01-01 21:45:00,6,1,0,33,16.8,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
7908,11643,11643,16062,2.0,1900-01-01 21:35:00,1900-01-01 21:45:00,0,0,0,43,22.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
7909,11644,11644,16063,1.0,1900-01-01 20:35:00,1900-01-01 20:50:00,3,0,0,32,14.8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
7910,11646,11646,16065,1.0,1900-01-01 20:20:00,1900-01-01 20:30:00,4,0,0,19,6.2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,20,식사,0,1
7911,11647,11647,16067,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,0,0,0,31,25.8,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,21,식사,0,1
7912,11649,11649,16070,1.0,1900-01-01 22:10:00,1900-01-01 22:20:00,3,0,0,24,12.3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,22,no식사,1,0
7913,11651,11651,16073,1.0,1900-01-01 19:15:00,1900-01-01 19:25:00,0,0,0,43,33.8,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,19,식사,0,1
7914,11653,11653,16076,1.0,1900-01-01 20:10:00,1900-01-01 20:20:00,6,1,0,28,21.3,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,20,식사,0,1
7915,11654,11654,16077,1.0,1900-01-01 13:55:00,1900-01-01 14:10:00,2,0,0,28,11.4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,13,식사,0,1
7916,11655,11655,16079,1.0,1900-01-01 20:55:00,1900-01-01 21:10:00,4,0,0,25,24.3,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
7917,11656,11656,16080,1.0,1900-01-01 19:00:00,1900-01-01 19:15:00,0,0,0,34,20.3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,19,식사,0,1
7918,11657,11657,16081,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,3,0,0,38,23.2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
7919,11659,11659,16083,1.0,1900-01-01 21:00:00,1900-01-01 21:10:00,5,1,0,19,5.9,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,21,식사,0,1
7920,11660,11660,16084,1.0,1900-01-01 20:40:00,1900-01-01 20:50:00,1,0,0,25,17.2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20,식사,0,1
7921,11663,11663,16089,1.0,1900-01-01 21:40:00,1900-01-01 21:55:00,2,0,0,45,16.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,21,식사,0,1
7922,11664,11664,16090,1.0,1900-01-01 22:50:00,1900-01-01 23:00:00,3,0,0,15,11.6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,22,no식사,1,0
7923,11667,11667,16094,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,5,1,0,28,26.6,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,19,식사,0,1
7924,11668,11668,16095,1.0,1900-01-01 23:45:00,1900-01-01 23:50:00,5,1,0,20,5.6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,23,no식사,1,0
7925,11669,11669,16097,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,6,1,0,47,35.7,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,1,20,식사,0,1
7926,11670,11670,16098,1.0,1900-01-01 23:35:00,1900-01-01 23:40:00,5,1,0,17,17.8,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,23,no식사,1,0
7927,11671,11671,16101,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,4,0,0,31,25.4,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,18,식사,0,1
7928,11672,11672,16102,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,5,1,0,23,16.1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,21,식사,0,1
7929,11673,11673,16104,1.0,1900-01-01 10:20:00,1900-01-01 10:35:00,5,1,0,19,2.1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,10,no식사,1,0
7930,11676,11676,16108,1.0,1900-01-01 17:25:00,1900-01-01 17:30:00,0,0,0,29,18.4,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,17,식사,0,1
7931,11677,11677,16109,1.0,1900-01-01 09:25:00,1900-01-01 09:40:00,3,0,0,21,6.4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,9,no식사,1,0
7932,11678,11678,16110,1.0,1900-01-01 17:40:00,1900-01-01 17:45:00,6,1,0,23,15.4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,17,식사,0,1
7933,11679,11679,16111,1.0,1900-01-01 18:50:00,1900-01-01 19:05:00,4,0,1,43,16.4,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,1,0,0,18,식사,0,1
7934,11680,11680,16112,1.0,1900-01-01 22:00:00,1900-01-01 22:10:00,4,0,0,45,18.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,22,no식사,1,0
7935,11682,11682,16115,1.0,1900-01-01 10:30:00,1900-01-01 10:40:00,3,0,0,22,2.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,10,no식사,1,0
7936,11683,11683,16116,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,5,1,0,14,29.2,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,17,식사,0,1
7937,11684,11684,16117,1.0,1900-01-01 17:10:00,1900-01-01 17:20:00,4,0,1,26,16.4,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
7938,11686,11686,16121,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,5,1,0,26,2.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
7939,11688,11688,16123,1.0,1900-01-01 18:40:00,1900-01-01 18:45:00,0,0,0,33,25.1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,18,식사,0,1
7940,11689,11689,16124,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,5,1,0,24,7.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,19,식사,0,1
7941,11690,11690,16125,1.0,1900-01-01 10:40:00,1900-01-01 10:50:00,3,0,0,27,6.1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,10,no식사,1,0
7942,11692,11692,16129,1.0,1900-01-01 22:55:00,1900-01-01 23:10:00,1,0,0,27,11.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,22,no식사,1,0
7943,11693,11693,16132,1.0,1900-01-01 18:15:00,1900-01-01 18:25:00,5,1,0,31,20.6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,18,식사,0,1
7944,11695,11695,16134,1.0,1900-01-01 11:55:00,1900-01-01 12:00:00,3,0,0,49,4.6,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,11,식사,0,1
7945,11696,11696,16135,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,4,0,0,23,21.4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,22,no식사,1,0
7946,11700,11700,16139,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,1,0,0,16,22.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,21,식사,0,1
7947,11701,11701,16140,1.0,1900-01-01 08:10:00,1900-01-01 08:25:00,0,0,0,16,2.4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8,no식사,1,0
7948,11702,11702,16143,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,2,0,0,27,13.0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,20,식사,0,1
7949,11705,11705,16150,1.0,1900-01-01 11:45:00,1900-01-01 11:55:00,2,0,0,39,6.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,11,식사,0,1
7950,11706,11706,16151,1.0,1900-01-01 20:55:00,1900-01-01 21:10:00,2,0,0,44,18.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,20,식사,0,1
7951,11709,11709,16156,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,4,0,0,33,14.7,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
7952,11710,11710,16157,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,3,0,0,48,9.5,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,20,식사,0,1
7953,11711,11711,16159,1.0,1900-01-01 12:45:00,1900-01-01 12:55:00,3,0,0,34,15.9,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,12,식사,0,1
7954,11712,11712,16160,1.0,1900-01-01 23:35:00,1900-01-01 23:50:00,2,0,0,20,20.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,23,no식사,1,0
7955,11714,11714,16162,1.0,1900-01-01 20:40:00,1900-01-01 20:50:00,2,0,0,29,13.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
7956,11715,11715,16163,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,3,0,0,20,40.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,23,no식사,1,0
7957,11720,11720,16169,1.0,1900-01-01 12:35:00,1900-01-01 12:40:00,1,0,0,29,9.8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,12,식사,0,1
7958,11721,11721,16170,1.0,1900-01-01 20:20:00,1900-01-01 20:25:00,2,0,0,18,19.6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,20,식사,0,1
7959,11722,11722,16171,1.0,1900-01-01 10:15:00,1900-01-01 10:30:00,1,0,0,28,5.9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,10,no식사,1,0
7960,11724,11724,16174,1.0,1900-01-01 20:15:00,1900-01-01 20:20:00,6,1,0,35,19.2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,20,식사,0,1
7961,11725,11725,16175,1.0,1900-01-01 19:00:00,1900-01-01 19:10:00,4,0,0,29,19.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,19,식사,0,1
7962,11726,11726,16176,1.0,1900-01-01 10:30:00,1900-01-01 10:45:00,6,1,0,22,2.4,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,10,no식사,1,0
7963,11727,11727,16177,1.0,1900-01-01 11:40:00,1900-01-01 11:55:00,6,1,0,29,2.2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11,식사,0,1
7964,11729,11729,16179,1.0,1900-01-01 00:00:00,1900-01-01 00:10:00,4,0,0,17,10.3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,no식사,1,0
7965,11730,11730,16180,1.0,1900-01-01 23:25:00,1900-01-01 23:35:00,0,0,0,22,13.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,23,no식사,1,0
7966,11732,11732,16183,1.0,1900-01-01 20:35:00,1900-01-01 20:45:00,5,1,0,30,14.7,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,20,식사,0,1
7967,11735,11735,16186,1.0,1900-01-01 21:40:00,1900-01-01 21:50:00,1,0,0,23,8.4,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,21,식사,0,1
7968,11736,11736,16187,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,1,0,0,25,32.9,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,18,식사,0,1
7969,11737,11737,16190,1.0,1900-01-01 22:15:00,1900-01-01 22:25:00,6,1,0,33,10.2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,1,0
7970,11738,11738,16191,1.0,1900-01-01 18:00:00,1900-01-01 18:15:00,1,0,0,31,12.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,18,식사,0,1
7971,11739,11739,16192,1.0,1900-01-01 11:15:00,1900-01-01 11:25:00,1,0,0,24,2.4,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
7972,11741,11741,16198,1.0,1900-01-01 20:55:00,1900-01-01 21:10:00,5,1,0,24,10.2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,20,식사,0,1
7973,11743,11743,16200,1.0,1900-01-01 23:35:00,1900-01-01 23:45:00,4,0,0,24,11.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,23,no식사,1,0
7974,11745,11745,16202,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,5,1,0,23,14.4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19,식사,0,1
7975,11746,11746,16204,1.0,1900-01-01 09:30:00,1900-01-01 09:45:00,6,1,0,16,1.9,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,9,no식사,1,0
7976,11747,11747,16206,1.0,1900-01-01 18:45:00,1900-01-01 19:00:00,6,1,0,22,18.2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,18,식사,0,1
7977,11748,11748,16210,1.0,1900-01-01 12:35:00,1900-01-01 12:45:00,5,1,0,28,10.9,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,12,식사,0,1
7978,11750,11750,16213,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,5,1,0,42,20.1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,18,식사,0,1
7979,11751,11751,16214,1.0,1900-01-01 16:25:00,1900-01-01 16:35:00,3,0,0,15,8.4,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,16,no식사,1,0
7980,11752,11752,16215,1.0,1900-01-01 19:15:00,1900-01-01 19:20:00,2,0,0,28,5.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,19,식사,0,1
7981,11753,11753,16216,1.0,1900-01-01 23:15:00,1900-01-01 23:30:00,0,0,0,17,12.7,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,23,no식사,1,0
7982,11754,11754,16218,1.0,1900-01-01 21:15:00,1900-01-01 21:20:00,6,1,0,17,7.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,21,식사,0,1
7983,11757,11757,16221,1.0,1900-01-01 19:40:00,1900-01-01 19:45:00,2,0,0,37,6.8,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,19,식사,0,1
7984,11759,11759,16223,1.0,1900-01-01 10:35:00,1900-01-01 10:45:00,3,0,0,27,2.5,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,10,no식사,1,0
7985,11761,11761,16225,1.0,1900-01-01 20:30:00,1900-01-01 20:35:00,0,0,0,18,22.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
7986,11762,11762,16226,1.0,1900-01-01 18:40:00,1900-01-01 18:50:00,0,0,0,19,12.8,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,18,식사,0,1
7987,11763,11763,16227,1.0,1900-01-01 13:40:00,1900-01-01 13:55:00,6,1,0,23,7.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,13,식사,0,1
7988,11765,11765,16229,1.0,1900-01-01 21:10:00,1900-01-01 21:15:00,0,0,0,26,17.7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,21,식사,0,1
7989,11766,11766,16230,1.0,1900-01-01 11:20:00,1900-01-01 11:30:00,3,0,0,36,20.1,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,11,식사,0,1
7990,11769,11769,16233,1.0,1900-01-01 09:25:00,1900-01-01 09:35:00,1,0,0,26,3.1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,9,no식사,1,0
7991,11770,11770,16234,1.0,1900-01-01 23:15:00,1900-01-01 23:25:00,2,0,0,20,12.4,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,23,no식사,1,0
7992,11772,11772,16239,1.0,1900-01-01 17:25:00,1900-01-01 17:30:00,1,0,0,17,13.2,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,17,식사,0,1
7993,11774,11774,16242,1.0,1900-01-01 23:50:00,1900-01-01 00:05:00,1,0,0,21,10.9,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,23,no식사,1,0
7994,11775,11775,16244,1.0,1900-01-01 22:50:00,1900-01-01 22:55:00,5,1,0,21,11.8,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,22,no식사,1,0
7995,11776,11776,16245,1.0,1900-01-01 09:20:00,1900-01-01 09:25:00,1,0,0,12,4.4,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,9,no식사,1,0
